entry,pdb_code
P0DN19,null
P0DN20,null
P0DPT1,null
P0DPW9,null
P0DQJ4,null
P0DQN2,null
P0DQO0,null
P0DQO2,null
P0DQO3,null
P0DQO4,null
P0DQP3,6VH8
P0DQR7,null
P0DQZ2,8FEY
P0DUG3,null
P0DUQ5,null
P0DUR1,null
P0DUR2,null
P0DUU1,null
P0DUU2,null
P0DUU4,null
P11495,null
P12029,null
P14531,null
P18512,null
P18513,null
P24330,null
P40755,1MTX
P45696,6AY7
P46112,null
P49266,null
P56609,null
P56611,null
P56710,null
P56853,null
P58752,null
P58783,null
P58784,null
P58922,null
P59886,null
P59899,null
P60164,null
P60165,null
P60252,null
P60253,null
P60975,null
P60991,null
P63175,null
P63176,null
P63327,4GV5
P69749,null
P69758,null
P69759,null
P69762,null
P69943,null
P80669,null
P80671,null
P81727,null
P81897,null
P83390,null
P84919,null
P85009,null
P85010,null
P85011,null
P85012,null
P86362,null
P86401,null
P86402,null
P86461,null
P86828,null
Q2I2P8,null
Q2I2R6,null
Q2I2R7,null
Q5G8B8,null
Q5K0C5,null
Q6PPB3,null
Q6PTD4,null
Q6PTD6,null
Q6WGI9,null
Q6XLL5,null
Q6XLL6,6AVD
Q75WG5,null
Q75WH3,null
Q76CA0,null
Q76CA3,null
Q86RA3,null
Q8I6R2,null
Q8IS41,null
Q8WRY4,null
Q95WC9,null
Q95WD1,null
Q95WD2,null
Q9BKJ0,null
Q9BPB1,null
Q9BPB2,null
Q9BPB4,null
Q9NDA6,null
Q9NDA7,null
Q9NJQ2,null
Q9TWF8,null
Q9TWF9,null
Q9TWG0,null
Q9XZK6,null
S4UJW3,null
A0A059U906,null
A0A059UEE4,null
A0A059UI21,null
A0A068B409,7EDK
A0A0K8TU78,null
A0A125S9E6,null
A0A125S9F6,null
A0A1P8NVR4,null
A0A1P8NVS2,null
A0A1P8NVS8,null
A0A1P8NVS9,null
A0A2I6EDL6,null
A0A2I6EDL7,null
A0A2I6EDM2,null
A0A2I6EDM5,null
A0A2I6EDN1,null
A0A2I6EDN2,null
A0A3G3C7T2,null
A0A3G3C7W0,null
A0F0C2,null
A1X8B9,null
A1X8C6,null
A1X8D0,null
A1X8D1,null
A1X8D6,null
A1X8D9,null
A3DT44,null
A6M938,null
A9QLM3,null
B0KZ78,null
B0KZ79,null
B1NWT5,null
B1NWU2,null
B1NWU3,null
B1NWU4,null
B1NWU5,null
B1NWU6,null
B1P1A9,null
B1P1D5,null
B1P1D6,null
B1P1H9,null
B2KJ30,null
B6V6L0,null
B8XH44,null
B8XH46,null
C0HJT2,null
C0HLZ5,null
C5J893,null
C5J896,null
C7DQB7,null
C7DQY0,null
C7T183,null
C7T184,null
C7T186,null
C7T187,null
C7T188,null
C7T1P5,null
C8CK74,null
C8CK75,null
C8CK76,null
C8CK77,null
C8CK78,null
C8CK79,null
D2DGD5,null
D2DGD7,null
D2Y238,null
D2Y244,null
D2Y246,null
D2Y247,null
D2Y252,null
D2Y271,null
D2Y272,null
D2Y273,null
D2Y275,null
D2Y276,null
D2Y277,null
D2Y279,null
D2Y280,null
D2Y281,null
D2Y282,null
D2Y283,null
D2Y286,null
D2Y287,null
D2Y288,null
D2Y289,null
D2Y290,null
D2Y291,null
D2Y2A0,null
D2Y2A1,null
D2Y2A2,null
D2Y2A3,null
D2Y2A4,null
D2Y2A5,null
D2Y2A6,null
D2Y2A7,null
D2Y2A8,null
D2Y2A9,null
D2Y2B0,null
D2Y2B1,null
D2Y2B2,null
D2Y2B3,null
D2Y2B4,null
D2Y2B5,null
D2Y2C1,null
D2Y2F1,null
D2Y2G8,null
D2Y2G9,null
D2Y2H1,null
D2Y2H2,null
D2Y2H3,null
D2Y2H4,null
D2Y2H5,null
D2Y2H6,null
D2Y2H7,null
D2Y2H8,null
D2Y2L5,null
D2Y2L8,null
D2Y2M0,null
D2Y2M2,null
D2Y2M3,null
D2Y2M9,null
D2Y2N2,null
D2Y2N3,null
D2Y2N5,null
D2Y2N6,null
D2Y2N7,null
D2Y2N9,null
D2Y2P0,null
D2Y2P1,null
D2Y2P5,null
D2Y2P8,null
D2Y495,null
D2Y496,null
D2Y499,null
D5KR59,null
D6C4H9,null
D6C4I3,null
D6C4K0,null
D6C4K2,null
D6C4K9,null
D6C4L1,null
D6C4L2,null
D6C4L3,null
D6C4L4,null
D6C4L7,null
D6C4L8,null
E4VP43,null
F5C3T9,null
G0W2H7,null
G0W2H9,null
G0W2I1,null
G1AS73,null
G1AS74,null
G1AS75,null
G1AS76,null
G1AS77,null
G1AS78,null
G1AS79,null
G1AS80,null
G1AS81,null
G1AS82,null
G1AS83,null
H1ZZI2,null
M9PQ91,null
O57540,null
O73799,null
P0C1F1,null
P0C1F3,null
P0C1N2,null
P0C1N3,null
P0C1N4,null
P0C1V9,null
P0C1W4,null
P0C295,null
P0C296,null
P0C297,null
P0C298,null
P0C299,null
P0C2A1,null
P0C5F5,null
P0C5F6,null
P0C5F7,null
P0C5F8,null
P0C5F9,null
P0C5G0,null
P0C5G1,null
P0C5G2,null
P0C5G3,null
P0C830,null
P0C833,null
P0C834,null
P0C8U3,null
P0C8U5,null
P0C8U6,null
P0C8U7,null
P0C8U8,null
P0C8U9,null
P0C8V0,null
P0C8V7,null
P0C901,null
P0C902,null
P0C903,null
P0C904,null
P0C905,null
P0CAQ2,null
P0CAQ3,null
P0CAQ4,null
P0CAQ7,null
P0CAQ9,null
P0CB09,null
P0CE74,null
P0CE75,null
P0CE76,null
P0CH21,null
P0CH22,null
P0CH23,null
P0CH51,null
P0CH55,null
P0CH59,null
P0CH72,null
P0CH73,null
P0CI58,null
P0CY61,null
P0CY62,null
P0CY63,null
P0CY64,null
P0CY65,null
P0CY73,null
P0CY75,null
P0CY77,null
P0CY78,null
P0CY79,null
P0CY80,null
P0CY81,null
P0CY82,null
P0CY83,null
P0CY84,null
P0DJ36,null
P0DJ37,null
P0DJ38,null
P0DJ39,null
P0DJ40,null
P0DJC6,null
P0DJC7,null
P0DKM2,null
P0DKN6,null
P0DKN7,null
P0DKP4,null
P0DL66,null
P0DMA2,null
P0DMW6,null
P0DMW7,null
P0DMW9,null
P0DMX5,null
P0DMZ1,null
P0DMZ8,null
P0DMZ9,null
P0DQN1,null
P0DQP4,null
P0DTJ4,null
P0DUU3,null
P0DW73,null
P0DW74,null
P0DW75,null
P0DW76,null
P0DW77,null
P0DW78,null
P10453,null
P12028,null
P24159,null
P24331,null
P24332,null
P24333,null
P24334,null
P30783,null
P30784,null
P30785,null
P30831,null
P49127,null
P56610,null
P59848,null
P59849,null
P59850,null
P59851,null
P59865,null
P60163,null
P68413,null
P69748,null
P69750,null
P69751,null
P69752,null
P69753,null
P69754,null
P69755,null
P69756,null
P69757,null
P69760,null
P69763,null
P82803,null
P84464,null
P84465,null
P86462,null
P86463,null
P86464,null
Q0N4U3,null
Q0N4U4,null
Q0N4U5,null
Q0N4U6,null
Q0N4U7,null
Q2I2P3,null
Q2I2P4,null
Q2I2Q1,null
Q2I2Q2,null
Q2I2Q3,null
Q2I2Q4,null
Q2I2Q6,null
Q2I2Q9,null
Q2I2R0,null
Q2I2R1,null
Q2I2R2,null
Q2I2R3,null
Q2I2R4,null
Q3YED1,null
Q3YED3,null
Q3YED5,null
Q3YED8,null
Q3YEE1,null
Q3YEE2,null
Q3YEE3,null
Q3YEE4,null
Q3YEE5,null
Q3YEE6,null
Q3YEF0,null
Q3YEF1,null
Q3YEF4,null
Q3YEF7,null
Q3YEF8,null
Q3YEF9,null
Q3YEG0,null
Q3YEG3,null
Q3YEG4,null
Q3YEG6,null
Q3YEG7,null
Q4LCS7,null
Q4LCT1,null
Q4LCT2,null
Q4LCT3,null
Q5EHP1,null
Q5EHP4,null
Q5F1N4,null
Q5I2P0,null
Q5K0B8,null
Q5K0C1,null
Q5K0C2,null
Q5K0C8,null
Q5K0D0,null
Q5K0D1,null
Q5K0D7,null
Q6PTD7,null
Q7YT61,null
Q7Z027,null
Q7Z028,null
Q7Z1K4,null
Q7Z1K5,null
Q7Z1K6,null
Q7Z1K7,null
Q7Z1K8,null
Q7Z1K9,null
Q8I6V7,null
Q9BH51,null
Q9BHA0,null
Q9BHA6,null
Q9BHB7,null
Q9BP51,null
Q9BP58,null
Q9BP59,null
Q9BP60,null
Q9BP61,null
Q9BP62,null
Q9BP63,null
Q9BP64,null
Q9BP65,null
Q9BP66,null
Q9BP67,null
Q9BP68,null
Q9BP69,null
Q9BP70,null
Q9BP71,null
Q9BP72,null
Q9BP73,null
Q9BP74,null
Q9BP75,null
Q9BP76,null
Q9BP77,null
Q9BP78,null
Q9BP79,null
Q9BP80,null
Q9BP81,null
Q9BP82,null
Q9BP83,null
Q9BP84,null
Q9BP85,null
Q9BP86,null
Q9BP87,null
Q9BP88,null
Q9BP89,null
Q9BP90,null
Q9BP91,null
Q9BP92,null
Q9BP93,null
Q9BP94,null
Q9BP95,null
Q9BP96,null
Q9BP97,null
Q9BP98,null
Q9BPA0,null
Q9BPA1,null
Q9BPA2,null
Q9BPA3,null
Q9BPA4,null
Q9BPA6,null
Q9BPA7,null
Q9BPB0,null
Q9BPB9,null
Q9BPC0,null
Q9BPC1,null
Q9BPC2,null
Q9BPC3,null
Q9BPC4,null
Q9BPC5,null
Q9BPC6,null
Q9BPC7,null
Q9BPC8,null
Q9BPC9,null
Q9BPD0,null
Q9BPD9,null
Q9BPE0,null
Q9BPE1,null
Q9BPE3,null
Q9BPH3,null
Q9BPH4,null
Q9BPH5,null
Q9BPH6,null
Q9BPH7,null
Q9BPH8,null
Q9BPH9,null
Q9BPI1,null
Q9BPI3,null
Q9BPI4,null
Q9BPI5,null
Q9BPI6,null
Q9BPI7,null
Q9BPI8,null
Q9BPI9,null
Q9BPJ0,null
Q9BPJ1,null
Q9BPJ2,null
Q9BPJ3,null
Q9BPJ4,null
Q9BPJ5,null
Q9BPJ6,null
Q9BPJ8,null
Q9BPJ9,null
Q9BPK0,null
Q9N669,null
Q9N6A4,null
Q9NDA5,null
Q9TVF6,null
Q9TVF7,null
Q9TVK3,null
Q9TVN1,null
Q9TVQ6,null
Q9TVQ7,null
Q9TVR4,null
Q9TVU1,null
Q9TVX4,null
Q9TVY1,null
Q9TW08,null
Q9U656,null
Q9U659,null
Q9U660,null
Q9U662,null
Q9UA71,null
Q9UA72,null
Q9UA83,null
Q9UA85,null
Q9UA86,null
Q9UA91,null
Q9UA93,null
Q9UA95,null
Q9UAB2,null
Q9XZK7,null
X5IFY8,null
K8DWB5,2M3I
O43653,null
P0DL68,null
P0DM21,2UZ6 6OTA
P0DQM9,6KN2
P58811,1IEN 2LR9
P82935,2MJ0
Q86Y78,6GBI 6IB6
C0HKF6,null
C0HM42,null
F5C0A0,null
F5C3U4,null
K4RNX9,2LZ5
P0C249,2M6C 2M6D 2M6E 2M6F
P0DM45,null
P0DP10,null
P0DP16,null
P0DPL9,null
P0DQQ6,null
P0DQY0,null
P18998,null
P58809,null
P58810,1IEO
P58928,4B1Q
P82960,null
P83047,1NXN
P84700,null
P84701,null
P85021,6BX9
P85871,null
Q7Z091,null
Q7Z092,null
Q7Z094,2JRY 2JTU 2P4L
Q7Z096,null
Q9GU58,null
A0A3G3C7S0,null
A0A3G3C7S9,null
A0A3G3C7U1,null
A0A3G3C7U4,null
A0A3G3C7V0,null
A0A4P8XV20,null
B0L0Y5,null
B3EWS7,null
B3EWS8,null
B3EWT4,null
C3TS07,null
D2Y168,null
D2Y171,null
D2Y3T1,null
D4HRK4,null
D5KR58,null
E2DIH5,null
F6JWU7,null
P0C1C8,null
P0C1C9,null
P0C1M9,null
P0C1N0,null
P0C260,null
P0C2V1,null
P0C2V2,null
P0C352,null
P0C607,null
P0C6S2,null
P0C6S3,null
P0CH15,null
P0CH17,null
P0CH18,null
P0CJ22,null
P0CJ23,null
P0DL67,null
P0DL85,null
P0DM27,null
P0DOW6,null
P0DOZ7,null
P0DOZ9,null
P0DP11,null
P0DP13,null
P0DP14,null
P0DP17,null
P0DP18,null
P0DPE6,null
P0DPL8,null
P0DPM0,null
P0DPM1,null
P0DPQ0,null
P0DPQ1,null
P0DPQ2,null
P0DQM8,null
P0DQQ5,null
P0DQQ9,null
P0DQV5,null
P0DQY1,null
P0DTJ2,null
P0DTJ3,null
P0DUQ7,null
P0DUQ9,null
P0DUR4,null
P0DX20,null
P58305,null
P58623,null
P58624,null
P58785,null
P58804,null
P58841,null
P58843,null
P58844,null
P58845,null
P61233,null
P69764,null
P69765,null
P69768,null
P83896,null
P83915,null
P83998,null
P84704,6EFE
P85014,null
P85015,null
P85017,null
P85032,null
P86026,null
P86264,null
P86306,null
P86307,null
P86308,null
P86310,null
Q75WH4,null
Q75WH6,null
Q7M4K5,null
Q7Z0H4,1RJI 1WT8
Q9GU57,1IXT 2MSO
W4VS16,6Q5Z
X5I9Z2,null
X5IGW1,null
A0A0F6QDA5,null
A0A125S9E1,null
A0A125S9F9,null
A0A125S9G2,null
A0A141TBR6,null
A0A1P8NVU1,null
A0A3G1VU77,null
A0A3G1VU78,null
A0A3G1VU81,null
A0A3G1VU84,null
B1NWT3,null
B1NWT4,null
B1P1I7,null
B1P1I8,null
B1P1J0,2N8K
B1P1J2,null
B1PZN6,null
B2CI27,null
B2CI28,null
B2CJ87,null
B3EWT5,null
C0HJM7,null
C7DQX6,null
D2Y100,null
D2Y101,null
D2Y102,null
D2Y169,null
D2Y170,null
D2Y172,null
D2Y173,null
D2Y174,null
D2Y206,null
D2Y213,null
D2Y214,null
D2Y215,null
D2Y216,null
D2Y217,null
D2Y218,null
D2Y219,null
D2Y220,null
D2Y221,null
D2Y222,null
D2Y223,null
D2Y224,null
D2Y225,null
D2Y226,null
D2Y227,null
D2Y229,null
D2Y231,null
D2Y2D4,null
D2Y2D6,null
D2Y2J1,null
D2Y2J2,null
D2Y2J3,null
D2Y2J4,null
D2Y2J5,null
D2Y2J6,null
D2Y2J8,null
D2Y2J9,null
D2Y2K0,null
D2Y2K1,null
D2Y2K2,null
D2Y2K3,null
D2Y2K4,null
D2Y2K6,null
D2Y2L0,null
D2Y3T3,null
D2Y3T4,null
D2Y3T5,null
D2Y3T6,null
D2Y3T7,null
D2Y3T8,null
D2Y493,null
D2Y494,null
D2Y497,null
D2Y498,null
D2Y4A0,null
D2Y4A1,null
D2Y4A2,null
D3JWK2,null
D3JWK3,null
D3JWK4,null
D3JWK5,null
D3JWK6,null
D3JWK7,null
D3JYA5,null
D3JYA6,null
D5KXG5,null
D5KXG6,null
D5KXG7,null
D5KXG8,null
D5KXG9,null
D5KXH0,null
D5KXH1,null
D5KXH2,null
D5KXH3,null
D5KXH4,null
D5KXH6,null
D6C4H5,null
D6C4H8,null
D6C4I0,null
D6C4I4,null
D6C4I5,null
D6C4I6,null
D6C4I7,null
D6C4I8,null
D6C4I9,null
D6C4J2,null
D6C4J3,null
D6C4J4,null
D6C4J6,null
D6C4J7,null
D6C4J8,null
D6C4J9,null
D6C4K3,null
D6C4K4,null
D6C4K5,null
D6C4L5,null
D6C4L6,null
D6C4L9,null
D6C4M0,null
D6C4M1,null
D6C4M2,null
D6C4M3,null
F5CEP0,null
F6JWU8,null
F6JWU9,null
F6JWV0,null
F6JWV1,null
F6JWV2,null
F6JWV3,null
G1C1T0,null
G1C1T1,null
G1C1T2,null
G1C1T3,null
H8Y1U0,null
H9N3R7,null
I6R1S1,null
I6RU51,null
O77256,null
P0C251,null
P0C253,null
P0C2A2,null
P0C2A3,null
P0C2P4,null
P0C612,null
P0C613,null
P0CH77,null
P0CI08,null
P0CI83,null
P0CI84,null
P0CY67,null
P0CY68,null
P0CY70,null
P0CY71,null
P0CY72,null
P0CY74,null
P0CY76,null
P0CY87,null
P0DJB2,null
P0DJB3,null
P0DJB4,null
P0DJB5,null
P0DJB6,null
P0DJB7,null
P0DJB8,null
P0DJB9,null
P0DJC0,null
P0DJC4,null
P0DJC5,null
P0DMD8,null
P0DOZ3,null
P0DP12,null
P0DPM2,null
P0DQY8,null
P0DQY9,null
P0DTY0,null
P0DTY7,null
P0DTY9,null
P0DTZ3,null
P0DTZ4,null
P0DTZ5,null
P0DTZ8,null
P0DUA6,null
P0DUA7,null
P0DUA8,null
P0DUQ4,null
P0DUQ8,null
P0DUR3,null
P58625,null
P58842,null
P68420,null
P68423,null
P69767,null
P83108,null
P83894,null
P84001,null
P84016,null
P84017,null
P84018,null
P85016,null
P85018,null
P85019,null
P85020,null
P85022,null
P85023,null
P85235,null
P85236,null
Q1A3Q1,null
Q3YEH2,null
Q7Z090,null
Q7Z093,null
Q7Z095,null
Q7Z097,null
Q7Z098,null
Q7Z099,null
Q7Z0A0,null
Q7Z0A1,null
Q7Z0A2,null
Q7Z0A3,null
Q7Z0A4,null
Q7Z0A5,null
Q7Z0A6,null
Q86C49,null
Q8MTX1,null
Q95KE5,null
Q9BH79,null
Q9BH81,null
Q9BP43,null
Q9BP44,null
Q9BP45,null
Q9BP46,null
Q9BP47,null
Q9BP50,null
Q9BP53,null
Q9BPB3,null
Q9BPD1,null
Q9BPD2,null
Q9BPD3,null
Q9BPD4,null
Q9BPD5,null
Q9BPD6,null
Q9BPD7,null
Q9BPE2,null
Q9BPE4,null
Q9BPE5,null
Q9BPE6,null
Q9BPE9,7TVQ 7TVR
Q9BPF4,null
Q9BPF5,null
Q9BPF7,null
Q9BPF8,null
Q9BPF9,null
Q9BPG1,null
Q9BPG2,null
Q9BPG3,null
Q9BPH0,null
Q9BPH2,null
W4VSB6,null
W4VSG7,null
D6C4H6,null
D6C4K6,null
Q7M463,null
Q9BP49,null
P0DUS0,null
AAB33956,null
AAB33955,null
AAB33954,null
AAB50716,null
AAB36105,null
AAB37463,null
A0A088BP94,null
AAC47207,null
AAC47205,null
AAC47204,null
AAC47206,null
AAC47203,null
P0DUC0,null
P0DUH9,null
P0DUI1,null
QIQ51457,null
QIQ51452,null
QIQ51449,null
QIQ51448,null
B53613,null
AAB28031,null
A0A2L0ART2,5X0S
BAL72765,null
BAL72764,null
BAL72763,null
BAL72762,null
BAL72761,null
AAB36098,null
ADF28495,null
B3FIQ7,null
W4VRV3,null
W4VS08,null
W4VSA2,null
W4VSI1,null
W4VRW1,null
W4VRU5,null
W4VS12,null
W4VSA5,null
W4VSI3,null
W4VRW4,null
W4VRU6,null
W4VS15,null
W4VSA7,null
W4VSI4,null
W4VRW6,null
W4VRU8,null
W4VS20,null
W4VRY9,null
W4VRY7,null
AAB34917,null
X5IWS1,2N8H
ABL62808,null
A0A2L1DGG0,6WQR
P0DL82,null
P0DUI3,null
AAB25735,null
CAA06888,null
CAA72941,null
AAB19291,null
AAB19290,null
AAB19289,null
AAB23587,null
AAB25388,null
AAB23586,null
AAB23446,null
AAB23445,null
AAB23444,null
AAB19288,null
AAB25389,null
AAB25387,null
AAB33650,null
AAB33649,null
AAB46904,null
AAB36097,null
AAB36096,null
P01427,1NOR 2MJ4
P01379,1LSI
P01382,1NTN 1W6B
P01426,1IQ9 1NEA 3NDS
P01386,1TXA 1TXB
P0C8R6,null
Q9W7K2,null
Q9W7K1,null
Q9W7K0,null
Q9W7J7,null
Q9W7J6,null
P15818,null
P0DQQ2,null
P0DQQ1,null
A8HDK1,null
Q802B3,null
O42256,null
O42255,null
P59276,1JE9
P59275,null
P10808,null
P0CAR4,null
P86099,null
P86098,null
Q2VBN2,null
Q2VBP1,null
Q2VBP0,null
Q2VBN9,null
Q2VBP2,null
Q53B61,null
Q53B49,null
Q53B52,null
Q53B50,null
Q53B48,null
Q53B47,null
Q9W7I3,null
Q802B2,null
Q9YGJ0,1MR6
Q9YGH9,null
Q9YGI4,null
Q9YGI2,null
Q9YGI1,null
O93422,null
P0CAR3,null
P86094,null
P86096,null
N2LT1E,null
Q9YGI0,null
A8HDK2,null
Q9YGI8,null
AAF13252,null
AAF13250,null
AAD40971,null
AAT97262,null
AAT97257,3PLC
AFU76493,null
AEH05954,null
AEH05953,null
AAB25575,null
AAB25574,null
AAB25573,null
AAB25571,null
AAB25570,null
AAB31994,null
AAB30452,null
AAB30450,null
AAB30449,null
AAB28452,null
AAB36087,null
AAB36283,null
AAB36281,null
AAB25587,null
C0HJW9,null
A2CKF7,null
P0C552,null
A2CKF6,null
C0HLK3,null
B3EWF8,null
C0HJI9,null
P0DKW9,null
C1IC48,null
C1IC47,null
P0DQQ3,null
A0A2P1BSS8,null
A0A2P1BSU3,null
A0A2P1BSS9,null
A0A2P1BST7,null
P85520,null
C0HJT5,4ZQY
C0HJD3,null
F5CPE4,null
F5CPE0,null
F5CPD9,null
P86425,null
A8N286,3HH7
A7X3V0,null
A7X3S2,null
A7X3S0,null
Q2VBN0,null
Q2VBN1,null
Q06ZW0,2H5F
Q69CJ8,5XWE
P81783,1JGK
A0A125S9E2,null
P0DUB0,null
P0DSM9,null
Q9BJW0,null
Q9BJV9,null
Q9BJV8,null
Q9BJV7,null
A0A125S9E4,null
A0A125S9E5,null
C0HJR2,null
C0HJR1,null
C6JUP2,null
C1IC49,null
D0PX85,null
Q9PRQ3,null
P86424,null
P86423,null
Q8JFX7,null
P60237,null
P60236,null
P60235,null
P60234,null
Q9PW19,null
P82464,null
P82463,null
P18328,1FF4
P25682,null
P25518,null
A0A125S9G0,null
A0A125S9F0,null
A0A125S9E9,null
A0A125S9F3,null
A0A125S9F2,null
A0A125S9E0,null
A0A125S9D9,null
C0HL40,null
Q5D233,null
Q5D232,null
Q5D231,null
Q5D230,null
Q5D229,null
Q5D228,null
AAP41418,null
P85092,4IYE 5MG9
UVC57623,7S7P
UVC57622,null
UVC57621,null
UVC57620,null
UVC57619,null
UVC57618,null
CAA04578,null
P60301,1H0J 1I02 1XT3 2BHI 2CRS 2CRT
C0HJT4,null
C6JUP3,null
P86419,null
Q2VBN5,null
Q2VBN8,null
Q2VBN7,null
Q2VBN4,null
P01404,null
P01400,null
CAA35830,null
AKO63253,null
AKO63252,null
AKO63251,null
AKO63250,null
AKO63249,null
AKO63246,null
AKO63245,null
AKO63244,null
AKN63206,null
AKN63204,null
AKN63203,null
AKN63202,null
AKN63201,null
AKN63196,null
AKN63195,null
AKN63194,null
AKN63193,null
AKN63192,null
AKM28629,null
ACS74998,null
ACS74994,null
CAA06886,null
P0DW96,7LVN
B3EWH9,3VTS
P86539,null
P62377,null
P60305,null
Q9PST4,null
Q98965,null
O73859,null
Q02454,null
P01452,1CDT
P01445,7O2K
P0DQP2,7C28
C0HLK5,null
P0DSN0,null
F5CPE6,null
F5CPE3,null
F5CPD3,null
P79688,null
P25679,null
P01399,null
P01401,null
P25680,null
P01406,null
P01405,null
P01409,null
P01408,null
P01411,null
P01410,null
P01407,null
P24742,null
P19004,null
QNO39341,null
CAA35775,null
CAA35774,null
CAA31747,null
CAA31748,null
AAS98799,null
AAS98798,null
AAS98797,null
AAS98795,null
AAS98793,null
AAS98792,null
ABF69299,null
AAB26337,null
AAB26336,null
BAB69463,1IRR
AAD42058,null
AQM58377,null
AQM58376,null
AQM58375,null
AQM58374,null
AQM58373,null
AQM58372,null
AQM58314,null
AQM58313,null
AQM58312,null
AQM58311,null
AQM58310,null
AQM58309,null
AQM58308,null
AQM58307,null
AQM58306,null
AQM58305,null
P86799,null
P86800,null
P82230 P82230,1DF6 1NBJ
P58435,null
P58436,null
P58437,null
P58438,null
P58439,null
P58440,null
P58441,null
P58442,null
P58443,null
Q5USN8,null
P85178,null
P85179,null
P85180,null
P85181,null
P85182,null
P85183,null
P85184,null
P85185,null
P85186,null
Q5Y4V8,null
Q5Y4V6,null
Q5Y4V3,null
Q5Y4V2,null
Q5Y4U8,null
Q5Y4U7,null
Q5Y4U6,null
P61096,null
P61094,null
P0DM69,null
P84637,null
P84028,null
P61097,null
P61098,null
P61099,null
P61100,null
P61101,null
P61102,null
P83608,null
P81885,null
P15969,null
P15970,null
P15971,null
P33034,null
P81744,null
P81745,null
P81746,null
P83895,null
P84062,null
P84063,null
Q6B4T5,null
Q6B4T4,null
O76200,null
O76201,null
P83904,null
P81790,null
P81791,null
P84012,null
P83911,null
P84034,null
Q27Q53,null
P01478,1QDP
P0C1R3,null
P13494,1VTX
B3FIQ8,null
B3FIQ9,null
B3FIR1,null
B3FIR4,null
B3FIR5,null
B3FIR6,null
B3FIS9,null
B3FIT2,null
B3FIT3,null
P34079,null
B3FIS8,null
B3FIT5,null
A9XDG1,null
A9XDG2,null
A9XDG4,null
B3FIR7,null
A9XDG3,null
A9XDG5,null
B3FIT0,null
B3FIR0,null
B3FIT4,null
B3FIT1,null
A9XDG0,null
B3FIR3,null
W0LPG3,null
W0LP39,null
W0LP36,null
H7CEK3,null
H7CEK2,null
W0LQ77,null
W0LKM3,null
W0LQ73,null
W0LKC6,null
A0A346FPX6,null
